,l,k,m,ic.cohort.biomass.gm
743,40,QuerRubr,40,113.9960239
744,40,QuerRubr,80,350.082464
745,40,QuerRubr,90,338.6154083
746,40,PinuStro,130,1742.99246
747,41,PinuVirg,20,441.8189093
748,41,PinuVirg,10,67.45326859
749,41,QuerPrin,10,26.98130744
750,41,RobiPseu,20,59.35887636
751,41,PinuEnch,20,37.77383041
752,41,PinuEnch,10,13.49065372
753,41,NyssSylv,10,13.49065372
754,42,FraxAmer,50,98.48177214
755,42,FraxAmer,40,55.98621293
756,42,QuerRubr,140,708.2593202
757,42,QuerPrin,50,169.3077042
758,42,QuerPrin,60,122.0904161
759,42,LiquStyr,10,13.49065372
760,42,QuerAlba,140,868.1235668
761,42,QuerAlba,60,340.6390064
762,42,OxydArbo,30,68.12780128
763,42,CaryGlab,40,80.26938962
764,42,CaryGlab,60,102.5289683
765,42,CaryGlab,70,1845.521429
766,42,CaryGlab,90,1499.486161
767,42,CaryGlab,50,106.5761644
768,42,QuerCocc,130,989.5394502
769,42,LiriTuli,90,315.0067643
770,42,NyssSylv,70,348.7333986
771,42,AcerRubr,20,13.49065372
772,42,AcerRubr,60,99.83083751
773,42,AcerRubr,10,13.49065372
774,42,CornFlor,10,13.49065372
775,42,QuerVelu,80,321.7520912
776,42,QuerVelu,60,342.6626044
777,43,QuerCocc,70,897.8030049
778,43,QuerCocc,50,350.7569967
779,43,QuerCocc,40,260.3696168
780,43,QuerCocc,60,567.9565215
781,43,PinuVirg,10,13.49065372
782,43,PinuVirg,20,41.14649384
783,43,NyssSylv,10,55.31168024
784,43,NyssSylv,20,203.0343385
785,43,AcerRubr,60,520.7392335
786,43,AcerRubr,30,41.82102653
787,43,QuerPrin,40,124.1140142
788,43,QuerPrin,50,341.9880718
789,44,LiriTuli,30,224.6193844
790,44,LiriTuli,40,418.884798
791,44,LiriTuli,50,273.8602705
792,44,LiriTuli,20,26.98130744
793,44,AcerRubr,40,154.4679851
794,44,AcerRubr,20,67.45326859
795,44,AcerRubr,30,74.19859545
796,44,AcerRubr,10,13.49065372
797,44,PinuStro,40,315.681297
798,44,PinuStro,50,1248.560002
799,44,PinuStro,60,1376.721212
800,44,QuerFalc,30,190.2182174
801,44,LiquStyr,30,102.5289683
802,44,LiquStyr,40,370.3184446
803,44,LiquStyr,20,39.79742847
804,44,OxydArbo,20,13.49065372
805,44,PrunSero,30,49.24088607
806,44,PinuVirg,40,420.908396
807,44,NyssSylv,10,13.49065372
808,44,SassAlid,20,26.30677475
809,45,QuerRubr,40,1063.738046
810,45,QuerRubr,20,352.106062
811,45,QuerRubr,30,870.8216975
812,45,AcerRubr,20,13.49065372
813,45,AcerRubr,30,201.6852731
814,45,CaryGlab,40,487.6871319
815,45,CaryGlab,50,99.15630483
816,45,FraxAmer,20,13.49065372
817,45,BetuLent,20,58.68434367
818,45,OxydArbo,20,14.83971909
819,45,OxydArbo,30,244.1808323
820,45,RobiPseu,10,15.51425178
821,45,QuerAlba,20,188.1946194
822,45,QuerAlba,30,317.0303624
823,45,PinuStro,40,128.1612103
824,45,PrunSero,10,13.49065372
825,46,QuerPrin,40,842.4913247
826,46,QuerPrin,30,150.420789
827,46,QuerPrin,140,3135.227924
828,46,QuerPrin,20,20.91051326
829,46,PinuStro,40,569.3055869
830,46,PinuStro,80,1221.578694
831,46,PinuStro,30,69.47686665
832,46,PinuStro,50,151.7698543
833,46,PinuStro,90,1056.992719
834,46,QuerAlba,50,341.9880718
835,46,QuerAlba,30,62.73153979
836,46,PinuVirg,20,254.9733553
837,46,PinuVirg,30,52.6135495
838,46,CornFlor,10,13.49065372
839,46,OxydArbo,20,23.60864401
840,46,OxydArbo,10,13.49065372
841,46,CaryGlab,70,267.1149436
842,46,LiriTuli,40,74.87312814
843,46,CaryAlba,50,97.13270677
844,46,QuerCocc,60,680.6034801
845,47,OxydArbo,30,56.66074562
846,47,OxydArbo,20,13.49065372
847,47,AcerRubr,30,435.7481151
848,47,AcerRubr,20,13.49065372
849,47,NyssSylv,20,219.8976556
850,47,PinuVirg,40,387.1817617
851,47,PinuVirg,30,238.1100381
852,47,QuerFalc,30,332.5446142
853,47,QuerFalc,40,390.5544251
854,47,QuerPrin,30,70.15139933
855,47,QuerAlba,20,13.49065372
856,47,QuerAlba,40,207.7560673
857,47,QuerAlba,70,1904.880305
858,47,CornFlor,10,13.49065372
859,47,SassAlid,20,23.60864401
860,47,CaryAlba,40,170.6567695
861,47,LiriTuli,40,318.3794277
862,48,PrunSero,30,53.28808219
863,48,PrunSero,40,77.57125888
864,48,BetuLent,30,195.6144789
865,48,BetuLent,20,72.17499739
866,48,QuerVelu,30,209.7796653
867,48,QuerVelu,20,54.63714756
868,48,QuerVelu,40,209.1051326
869,48,AcerRubr,20,13.49065372
870,48,AcerRubr,30,48.56635339
871,48,AcerRubr,40,166.6095734
872,48,TsugCana,40,94.43457603
873,48,TsugCana,30,58.68434367
874,48,LiriTuli,40,199.661675
875,48,LiriTuli,20,13.49065372
876,48,LiriTuli,50,806.0665597
877,48,QuerRubr,30,67.45326859
878,48,OxydArbo,20,47.8918207
879,48,CornFlor,20,195.6144789
880,48,CornFlor,10,13.49065372
881,49,TiliAmer,50,186.845554
882,49,TiliAmer,20,13.49065372
883,49,AescBuck,40,31.02850355
884,49,AescBuck,30,56.66074562
885,49,AescBuck,10,13.49065372
886,49,AescBuck,20,33.7266343
887,49,AcerRubr,40,146.3735928
888,49,AcerRubr,60,271.8366724
889,49,AcerRubr,70,181.4492925
890,49,QuerRubr,110,560.536662
891,49,QuerRubr,60,315.0067643
892,49,AcerSacc,40,40.47196115
893,49,AcerSacc,50,78.24579157
894,49,RobiPseu,30,156.4915831
895,49,QuerPrin,140,2802.008777
896,49,QuerPrin,40,54.63714756
897,49,QuerPrin,70,109.9488278
898,49,QuerPrin,30,100.5053702
899,49,LiriTuli,140,639.4569862
900,50,AescBuck,30,179.4256945
901,50,AescBuck,50,422.9319941
902,50,AescBuck,40,66.10420322
903,50,TsugCana,70,1761.204843
904,50,TsugCana,80,1478.575648
905,50,TsugCana,60,1722.081947
906,50,TsugCana,50,215.8504595
907,50,TsugCana,40,177.4020964
908,50,TsugCana,30,24.95770938
909,50,TsugCana,20,24.28317669
910,50,BetuAlle,70,690.0469377
911,50,BetuAlle,40,180.7747598
912,50,BetuAlle,50,241.4827016
913,50,BetuLent,60,431.0263863
914,50,BetuLent,50,944.3457603
915,50,BetuLent,70,595.6123617
916,50,FaguGran,40,58.00981099
917,50,FaguGran,60,207.0815346
918,50,AcerSacc,240,542.3242795
919,50,AcerSacc,30,15.51425178
920,51,PinuVirg,20,229.3411132
921,51,PinuVirg,10,26.98130744
922,51,CornFlor,10,26.98130744
923,51,FraxAmer,10,40.47196115
924,51,FraxAmer,30,68.12780128
925,51,FraxAmer,20,39.79742847
926,51,LiriTuli,50,355.4787255
927,51,LiriTuli,40,206.4070019
928,51,LiriTuli,150,714.3301144
929,51,FraxPenn,10,13.49065372
930,51,AcerSacc,50,120.7413508
931,51,AcerSacc,30,64.08060516
932,51,FaguGran,40,95.7836414
933,52,CaryGlab,60,111.9724259
934,52,CaryGlab,30,13.49065372
935,52,CaryGlab,50,48.56635339
936,52,QuerFalc,60,230.6901786
937,52,QuerFalc,140,551.7677371
938,52,QuerFalc,50,207.0815346
939,52,QuerFalc,40,199.661675
940,52,QuerFalc,30,46.54275533
941,52,QuerAlba,40,1026.638748
942,52,QuerAlba,50,920.0625836
943,52,QuerAlba,30,49.91541876
944,52,QuerCocc,40,389.2053598
945,52,QuerCocc,50,431.700919
946,52,QuerCocc,60,193.5908809
947,52,CaryAlba,50,122.0904161
948,52,CaryAlba,40,43.84462458
949,52,AcerSacc,20,26.98130744
950,52,AcerRubr,40,97.80723946
951,52,AcerRubr,20,13.49065372
952,52,AcerRubr,30,13.49065372
953,52,PinuEnch,70,227.9920478
954,52,NyssSylv,10,13.49065372
955,53,AcerRubr,40,112.6469585
956,53,AcerRubr,30,87.01471648
957,53,AcerRubr,20,13.49065372
958,53,AcerRubr,70,135.5810699
959,53,QuerAlba,40,155.1425178
960,53,QuerAlba,90,365.5967158
961,53,QuerAlba,20,91.73644528
962,53,QuerAlba,50,283.3037281
963,53,QuerAlba,60,180.7747598
964,53,OxydArbo,30,95.7836414
965,53,OxydArbo,20,21.58504595
966,53,QuerCocc,30,196.2890116
967,53,QuerCocc,130,339.9644737
968,53,QuerCocc,50,474.8710109
969,53,QuerCocc,40,104.5525663
970,53,SassAlid,10,13.49065372
971,53,CornFlor,20,13.49065372
972,53,PinuVirg,50,212.4777961
973,53,PinuStro,80,969.3034697
974,54,LiriTuli,30,304.2142413
975,54,AcerRubr,30,226.6429825
976,55,PinuStro,50,864.7509033
977,55,PinuStro,30,337.266343
978,55,PinuStro,60,1751.761385
979,55,PinuStro,20,13.49065372
980,55,PinuStro,10,13.49065372
981,55,QuerCocc,40,437.0971805
982,55,QuerCocc,20,72.17499739
983,55,QuerCocc,30,590.8906329
984,55,QuerPrin,30,559.8621293
985,55,QuerPrin,20,109.9488278
986,55,QuerPrin,40,489.0361973
987,55,TsugCana,20,24.95770938
988,55,AcerRubr,30,137.6046679
989,55,NyssSylv,20,13.49065372
990,55,OxydArbo,20,54.63714756
991,55,OxydArbo,30,76.22219351
992,55,LiriTuli,20,97.13270677
993,56,QuerFalc,60,63.40607248
994,56,QuerFalc,130,1275.541309
995,56,QuerFalc,50,91.0619126
996,56,OxydArbo,30,81.618455
997,56,OxydArbo,40,58.68434367
998,56,OxydArbo,50,45.86822264
999,56,OxydArbo,20,26.98130744
1000,56,PrunSero,30,26.98130744
1001,56,QuerVelu,60,302.1906433
1002,56,QuerVelu,50,130.8593411
1003,56,QuerVelu,40,105.227099
1004,56,QuerVelu,70,183.4728906
1005,56,QuerVelu,80,313.6576989
1006,56,QuerStel,40,45.19368996
1007,56,QuerStel,90,111.2978932
1008,56,AcerRubr,20,26.98130744
1009,56,CaryAlba,20,13.49065372
1010,56,AmelArbo,50,71.50046471
1011,56,AmelArbo,60,137.6046679
1012,56,QuerPrin,130,518.0411028
1013,56,CornFlor,30,84.99111842
1014,56,NyssSylv,10,13.49065372
1015,56,PinuStro,170,484.9890012
1016,56,QuerAlba,110,234.062842
1017,56,QuerAlba,130,460.0312918
1018,56,QuerAlba,30,13.49065372
1019,56,QuerCocc,130,1468.457657
1020,56,QuerCocc,70,140.9773314
1021,57,QuerStel,20,32.37756892
1022,57,QuerStel,30,66.10420322
1023,57,NyssSylv,30,51.93901682
1024,57,NyssSylv,20,41.14649384
1025,57,CaryGlab,40,101.1799029
1026,57,CaryGlab,50,101.1799029
1027,57,CaryGlab,60,134.2320045
1028,57,PinuTaed,70,367.6203138
1029,57,PinuTaed,120,445.8661054
1030,57,PinuTaed,30,117.3686873
1031,57,OxydArbo,30,170.6567695
1032,57,OxydArbo,20,69.47686665
1033,57,AcerRubr,30,68.12780128
1034,57,QuerAlba,30,203.7088711
1035,57,PinuEnch,30,28.33037281
1036,57,CaryAlba,40,133.5574718
1037,57,QuerFalc,40,176.053031
1038,57,LiquStyr,30,80.94392231
1039,58,QuerStel,20,13.49065372
1040,58,PinuTaed,20,85.66565111
1041,58,PinuEnch,40,224.6193844
1042,58,PinuEnch,30,49.91541876
1043,58,QuerPrin,20,89.03831454
1044,58,QuerPrin,30,477.5691416
1045,58,QuerPrin,40,475.5455436
1046,58,OxydArbo,20,238.1100381
1047,58,CornFlor,10,26.98130744
1048,58,CornFlor,20,18.88691521
1049,58,AcerRubr,40,58.68434367
1050,58,AcerRubr,50,355.4787255
1051,58,LiriTuli,30,62.0570071
1052,58,LiriTuli,10,13.49065372
1053,58,LiriTuli,60,526.8100277
1054,58,PinuVirg,30,46.54275533
1055,58,NyssSylv,30,82.96752037
1056,58,QuerAlba,20,39.79742847
1057,58,QuerAlba,50,353.4551274
1058,58,QuerCocc,40,482.2908704
1059,58,CaryGlab,60,439.1207785
1060,58,CaryGlab,20,13.49065372
1061,59,AmelArbo,30,43.1700919
1062,59,LiriTuli,20,72.17499739
1063,59,LiriTuli,10,26.98130744
1064,59,LiriTuli,30,105.227099
1065,59,OxydArbo,20,159.8642466
1066,59,OxydArbo,10,13.49065372
1067,59,BetuAlle,20,259.0205514
1068,59,BetuAlle,10,13.49065372
1069,59,BetuAlle,30,80.26938962
1070,59,QuerPrin,30,386.507229
1071,59,QuerPrin,40,642.8296497
1072,59,PrunSero,20,26.98130744
1073,59,QuerCocc,30,164.5859754
1074,59,PinuTaed,20,66.77873591
1075,59,PinuVirg,30,35.07569967
1076,60,AcerRubr,50,47.8918207
1077,60,AcerRubr,20,13.49065372
1078,60,QuerAlba,100,183.4728906
1079,60,QuerAlba,80,596.2868943
1080,60,QuerAlba,130,547.720541
1081,60,QuerAlba,60,516.0175047
1082,60,PinuVirg,50,67.45326859
1083,60,PinuStro,40,248.9025611
1084,60,OxydArbo,30,131.5338738
1085,60,NyssSylv,40,180.7747598
1086,61,AcerRubr,40,270.487607
1087,61,AcerRubr,30,147.7226582
1088,61,AcerRubr,50,164.5859754
1089,61,AcerRubr,10,13.49065372
1090,61,CaryGlab,80,1490.042703
1091,61,CaryGlab,70,630.0135286
1092,61,CaryGlab,40,234.7373747
1093,61,NyssSylv,40,221.246721
1094,61,NyssSylv,30,51.93901682
1095,61,QuerPrin,130,2551.757151
1096,61,QuerPrin,50,641.4805843
1097,61,QuerAlba,80,2261.033563
1098,61,QuerAlba,100,1569.63756
1099,61,LiriTuli,40,78.24579157
1100,61,RobiPseu,30,70.82593202
1101,61,CaryAlba,50,148.3971909
1102,61,FraxPenn,50,414.1630691
1103,62,QuerAlba,30,87.68924917
1104,62,QuerAlba,50,187.5200867
1105,62,QuerAlba,40,546.3714756
1106,62,PinuStro,20,13.49065372
1107,62,PinuStro,40,136.9301352
1108,62,PinuStro,30,55.98621293
1109,62,PinuStro,50,151.7698543
1110,62,PinuEnch,50,645.5277804
1111,62,PinuEnch,60,1632.3691
1112,62,PinuEnch,70,238.7845708
1113,62,PinuEnch,100,1099.488278
1114,62,OxydArbo,30,215.1759268
1115,62,OxydArbo,50,230.0156459
1116,62,PinuVirg,80,532.2062892
1117,62,PinuVirg,30,53.96261487
1118,62,PinuVirg,90,715.6791798
1119,62,PinuVirg,50,501.1777856
1120,62,PrunSero,40,89.71284723
1121,62,NyssSylv,10,13.49065372
1122,62,PinuTaed,120,771.6653927
1123,62,QuerFalc,30,140.3027987
1124,62,AcerRubr,20,13.49065372
1125,62,LiquStyr,30,72.17499739
1126,63,AcerRubr,40,113.3214912
1127,63,AcerRubr,50,221.246721
1128,63,AcerRubr,20,13.49065372
1129,63,AcerRubr,30,13.49065372
1130,63,QuerStel,90,889.03408
1131,63,QuerStel,40,451.9368996
1132,63,QuerPrin,30,453.2859649
1133,63,QuerPrin,40,150.420789
1134,63,QuerAlba,60,410.115873
1135,63,QuerAlba,50,1340.97098
1136,63,QuerAlba,40,370.9929773
1137,63,QuerAlba,70,662.3910976
1138,63,OxydArbo,30,416.8611999
1139,63,OxydArbo,40,62.0570071
1140,63,OxydArbo,50,231.3647113
1141,63,OxydArbo,60,177.4020964
1142,63,PinuEnch,70,391.2289578
1143,63,PinuStro,40,60.70794173
1144,63,PinuStro,20,94.43457603
1145,63,PinuStro,30,131.5338738
1146,63,LiriTuli,30,97.80723946
1147,63,LiriTuli,140,781.1088503
1148,63,LiriTuli,110,486.3380665
1149,63,PinuVirg,40,309.6105028
1150,63,PinuVirg,60,480.9418051
1151,63,QuerCocc,20,13.49065372
1152,63,QuerCocc,30,76.22219351
1153,63,CaryGlab,50,135.5810699
1154,64,AcerRubr,30,193.5908809
1155,64,AcerRubr,20,42.49555921
1156,64,AcerRubr,40,189.5436847
1157,64,CaryGlab,40,163.23691
1158,64,BetuNigr,20,184.1474233
1159,64,BetuNigr,10,51.26448413
1160,64,CaryAlba,20,13.49065372
1161,64,CaryAlba,40,103.2035009
1162,64,CaryAlba,50,330.5210161
1163,64,QuerPrin,10,13.49065372
1164,64,JuglNigr,20,162.5623773
1165,64,QuerStel,40,230.0156459
1166,64,QuerVelu,10,13.49065372
1167,65,PinuTaed,80,1500.835226
1168,65,PinuTaed,50,518.7156355
1169,65,LiriTuli,90,848.5621189
1170,65,LiriTuli,30,256.3224206
1171,65,LiriTuli,70,643.5041824
1172,65,LiriTuli,60,1550.076112
1173,65,AcerRubr,20,90.38737991
1174,65,QuerFalc,40,583.4707733
1175,66,OxydArbo,20,99.83083751
1176,66,OxydArbo,10,29.00490549
1177,66,CaryGlab,50,51.26448413
1178,66,QuerPrin,60,528.1590931
1179,66,QuerPrin,30,17.53784983
1180,66,QuerPrin,70,416.8611999
1181,66,QuerPrin,40,141.651864
1182,66,PinuEnch,60,306.9123721
1183,66,PinuEnch,50,271.8366724
1184,66,PinuVirg,50,729.8443662
1185,66,PinuVirg,40,134.2320045
1186,66,PinuVirg,30,86.3401838
1187,66,QuerAlba,30,97.13270677
1188,66,PlanOcid,10,13.49065372
1189,66,PrunSero,40,93.08551066
1190,66,CaryAlba,50,72.84953008
1191,66,AcerRubr,50,192.2418155
1192,66,AcerRubr,20,13.49065372
1193,66,QuerStel,10,13.49065372
1194,67,LiquStyr,10,13.49065372
1195,67,LiquStyr,30,66.10420322
1196,67,LiriTuli,30,274.5348032
1197,67,LiriTuli,20,31.02850355
1198,67,NyssSylv,10,26.98130744
1199,67,NyssSylv,20,174.029433
1200,67,QuerRubr,50,504.5504491
1201,67,QuerVelu,10,13.49065372
1202,67,AcerRubr,20,14.1651864
1203,67,AcerRubr,30,45.19368996
1204,67,AcerRubr,10,13.49065372
1205,67,CornFlor,20,126.812145
1206,67,CornFlor,10,13.49065372
1207,67,PinuTaed,20,607.75395
1208,67,PinuTaed,30,909.2700606
1209,67,QuerAlba,40,499.1541876
1210,67,QuerAlba,20,56.66074562
1211,67,OxydArbo,20,49.24088607
1212,67,OxydArbo,10,13.49065372
1213,67,FraxPenn,20,36.42476504
1214,67,PinuVirg,20,62.73153979
1215,68,PinuVirg,10,13.49065372
1216,68,QuerFalc,20,27.65584012
1217,68,PinuTaed,20,91.73644528
1218,68,PinuTaed,10,13.49065372
1219,68,LiquStyr,30,25.63224206
1220,68,PrunSero,20,13.49065372
1221,69,QuerVelu,30,53.96261487
1222,69,PinuTaed,10,26.98130744
1223,69,PinuTaed,20,230.0156459
1224,69,PinuTaed,30,238.7845708
1225,69,PinuVirg,30,203.7088711
1226,69,PinuVirg,20,87.68924917
1227,69,PinuEnch,30,199.661675
1228,69,PinuEnch,40,254.2988226
1229,69,QuerAlba,40,792.5759059
1230,69,QuerAlba,30,72.84953008
1231,69,OxydArbo,20,25.63224206
1232,69,OxydArbo,30,201.6852731
1233,69,QuerCocc,40,142.3263967
1234,69,AcerRubr,40,127.4866776
1235,69,LiriTuli,30,95.7836414
1236,69,CaryGlab,60,854.632913
1237,69,IlexOpac,20,108.5997624
1238,69,QuerPrin,30,47.21728801
1239,70,QuerVelu,50,728.4953008
1240,70,CaryAlba,40,104.5525663
1241,70,CaryGlab,40,80.94392231
1242,70,CaryGlab,60,749.405814
1243,70,CaryGlab,50,211.1287307
1244,70,RobiPseu,10,13.49065372
1245,70,RobiPseu,100,508.5976452
1246,70,QuerPrin,30,358.8513889
1247,70,QuerPrin,40,219.2231229
1248,70,QuerPrin,50,658.3439014
1249,70,QuerPrin,60,1305.220747
1250,70,LiriTuli,40,101.8544356
1251,70,LiriTuli,30,211.1287307
1252,70,LiriTuli,130,447.8897034
1253,70,LiriTuli,150,526.135495
1254,70,TsugCana,20,13.49065372
1255,70,TsugCana,30,13.49065372
1256,70,CornFlor,20,43.84462458
1257,70,CornFlor,10,13.49065372
1258,70,QuerCocc,70,2033.716048
1259,70,NyssSylv,50,472.8474128
1260,70,OxydArbo,30,196.2890116
1261,70,AcerRubr,60,710.2829183
1262,70,QuerRubr,60,569.3055869
1263,70,PinuStro,20,46.54275533
1264,71,LiriTuli,70,356.8277908
1265,71,LiriTuli,60,155.1425178
1266,71,LiriTuli,30,72.84953008
1267,71,QuerPrin,30,380.4364349
1268,71,QuerPrin,40,232.039244
1269,71,QuerCocc,40,2203.698285
1270,71,QuerCocc,30,716.3537124
1271,71,QuerCocc,50,404.7196115
1272,71,QuerCocc,20,31.70303624
1273,71,AcerRubr,30,218.5485902
1274,71,AcerRubr,20,13.49065372
1275,71,QuerRubr,20,13.49065372
1276,71,QuerRubr,50,319.7284931
1277,71,QuerRubr,30,50.58995144
1278,71,OxydArbo,30,188.1946194
1279,71,OxydArbo,40,169.9822368
1280,71,QuerAlba,30,162.5623773
1281,71,CaryGlab,40,41.14649384
1282,71,QuerVelu,90,1570.312093
1283,72,QuerCocc,50,256.3224206
1284,72,QuerCocc,30,81.618455
1285,72,QuerCocc,60,354.1296601
1286,72,QuerCocc,90,162.5623773
1287,72,QuerCocc,40,142.3263967
1288,72,QuerCocc,70,310.2850355
1289,72,QuerCocc,130,382.4600329
1290,72,QuerPrin,50,304.888774
1291,72,QuerPrin,40,223.9448517
1292,72,QuerPrin,60,273.8602705
1293,72,QuerPrin,30,42.49555921
1294,72,OxydArbo,30,61.38247442
1295,72,OxydArbo,40,58.68434367
1296,72,PinuStro,70,147.0481255
1297,72,PinuStro,130,535.5789526
1298,72,PinuStro,40,26.98130744
1299,72,PinuStro,20,13.49065372
1300,72,PinuEnch,110,247.5534957
1301,72,PinuEnch,70,326.47382
1302,72,PinuEnch,60,58.68434367
1303,72,PinuRigi,170,85.66565111
1304,72,PinuRigi,90,1708.591293
1305,72,PinuRigi,30,33.7266343
1306,72,PinuRigi,70,71.50046471
1307,72,NyssSylv,50,88.36378185
1308,72,NyssSylv,30,37.09929773
1309,72,NyssSylv,10,13.49065372
1310,72,NyssSylv,20,26.30677475
1311,72,QuerAlba,40,87.68924917
1312,72,AcerRubr,20,13.49065372
1313,72,AcerRubr,40,35.07569967
1314,72,AcerRubr,80,238.7845708
1315,72,AcerRubr,50,110.6233605
1316,72,QuerVelu,80,206.4070019
1317,73,PrunSero,40,132.2084064
1318,73,PrunSero,20,26.98130744
1319,73,PrunSero,30,104.5525663
1320,73,PrunSero,50,237.4355054
1321,73,OxydArbo,20,190.8927501
1322,73,QuerAlba,10,26.98130744
1323,73,PinuVirg,40,542.3242795
1324,73,PinuVirg,50,729.8443662
1325,73,PinuVirg,30,100.5053702
1326,73,IlexOpac,10,40.47196115
1327,73,PinuStro,20,13.49065372
1328,73,CornFlor,10,13.49065372
1329,73,CornFlor,20,38.4483631
1330,73,PinuEnch,30,41.14649384
1331,73,LiriTuli,50,346.7098006
1332,73,LiriTuli,80,630.0135286
1333,73,AcerRubr,30,25.63224206
1334,73,AcerRubr,20,60.03340905
1335,73,NyssSylv,10,27.65584012
1336,73,QuerVelu,10,13.49065372
1337,74,OxydArbo,30,37.77383041
1338,74,OxydArbo,40,240.8081689
1339,74,QuerFalc,140,650.2495092
1340,74,QuerFalc,110,505.2249817
1341,74,QuerFalc,50,108.5997624
1342,74,QuerVelu,60,153.1189197
1343,75,QuerPrin,30,280.6055973
1344,75,QuerPrin,40,149.7462563
1345,75,OxydArbo,20,70.82593202
1346,75,OxydArbo,30,39.79742847
1347,75,AcerRubr,40,555.1404005
1348,75,AcerRubr,30,68.12780128
1349,75,PinuStro,90,1116.351595
1350,75,PinuStro,130,3666.759681
1351,75,PinuStro,30,58.00981099
1352,75,PinuStro,20,13.49065372
1353,75,PinuStro,50,256.9969533
1354,75,PinuStro,40,201.0107404
1355,75,QuerCocc,50,873.5198283
1356,75,QuerCocc,40,836.4205305
1357,75,QuerCocc,30,194.2654135
1358,75,NyssSylv,30,205.7324692
1359,75,TsugCana,30,19.56144789
1360,76,PinuEnch,50,564.5838581
1361,76,PinuEnch,40,129.5102757
1362,76,QuerPrin,30,87.01471648
1363,76,QuerPrin,60,865.425436
1364,76,QuerPrin,50,300.1670452
1365,76,PinuVirg,40,41.82102653
1366,76,PinuVirg,90,297.4689145
1367,76,PinuVirg,20,47.8918207
1368,76,PinuVirg,30,59.35887636
1369,76,PinuVirg,60,172.0058349
1370,76,PinuVirg,50,194.9399462
1371,76,CaryGlab,50,63.40607248
1372,76,CaryGlab,60,169.3077042
1373,76,QuerCocc,50,173.3549003
1374,76,QuerCocc,40,89.03831454
1375,76,QuerCocc,30,15.51425178
1376,76,QuerRubr,40,57.3352783
1377,77,QuerCocc,20,35.07569967
1378,77,QuerCocc,50,403.3705462
1379,77,QuerCocc,30,234.7373747
1380,77,PinuTaed,10,13.49065372
1381,77,PinuVirg,20,70.82593202
1382,77,LiriTuli,10,40.47196115
1383,77,LiriTuli,20,13.49065372
1384,77,CornFlor,20,98.48177214
1385,77,QuerAlba,20,40.47196115
1386,77,QuerRubr,10,13.49065372
1387,77,QuerRubr,20,32.37756892
1388,77,OxydArbo,30,129.5102757
1389,77,AcerRubr,30,47.21728801
1390,77,QuerStel,40,327.1483527
1391,77,QuerStel,30,62.0570071
1392,77,QuerStel,20,13.49065372
1393,77,QuerFalc,20,22.93411132
1394,78,QuerAlba,20,43.1700919
1395,78,QuerAlba,30,105.9016317
1396,78,QuerAlba,40,384.483631
1397,78,QuerRubr,80,598.9850251
1398,78,NyssSylv,10,13.49065372
1399,78,CaryGlab,50,201.6852731
1400,78,CaryGlab,40,46.54275533
1401,78,CaryGlab,60,312.3086336
1402,78,CaryGlab,70,232.7137766
1403,78,CaryAlba,60,187.5200867
1404,78,QuerCocc,60,573.352783
1405,78,AcerRubr,20,84.99111842
1406,78,OxydArbo,30,157.1661158
1407,78,TiliAmer,50,223.9448517
1408,78,TiliAmer,40,501.8523183
1409,78,LiriTuli,40,99.15630483
1410,79,PrunSero,40,357.5023235
1411,79,AcerRubr,40,170.6567695
1412,79,CornFlor,20,33.05210161
1413,79,PinuTaed,120,1642.48709
1414,79,PinuTaed,80,1012.473562
1415,79,LiriTuli,60,292.072653
1416,79,LiriTuli,40,86.3401838
1417,79,LiriTuli,30,62.73153979
1418,80,PinuTaed,30,2914.655736
1419,80,PinuTaed,40,911.2936587
1420,80,PinuTaed,20,98.48177214
1421,80,LiquStyr,40,275.8838685
1422,80,LiquStyr,20,33.7266343
1423,80,LiriTuli,20,13.49065372
1424,80,LiriTuli,10,26.98130744
1425,80,AcerRubr,10,13.49065372
1426,81,AcerRubr,20,67.45326859
1427,81,AcerRubr,30,32.37756892
1428,81,OxydArbo,20,168.6331715
1429,81,OxydArbo,30,127.4866776
1430,81,OxydArbo,10,13.49065372
1431,81,PrunSero,30,45.19368996
1432,81,QuerPrin,40,275.8838685
1433,81,QuerPrin,30,39.79742847
1434,81,QuerPrin,60,594.2632963
1435,81,QuerPrin,20,13.49065372
1436,81,NyssSylv,10,40.47196115
1437,81,PinuVirg,20,132.8829391
1438,81,PinuVirg,30,33.05210161
1439,81,PinuTaed,20,85.66565111
1440,81,PinuTaed,30,142.3263967
1441,81,QuerStel,30,46.54275533
1442,81,PinuEnch,50,339.289941
1443,81,QuerFalc,10,13.49065372
1444,82,OxydArbo,20,49.91541876
1445,82,CornFlor,20,50.58995144
1446,83,RobiPseu,30,115.3450893
1447,83,RobiPseu,20,46.54275533
